"开始时间","周期 (分钟)","网元名称","小区","空口上行业务字节数 （8.1）(兆字节) (兆字节)","空口下行业务字节数 （8.1）(兆字节) (兆字节)","RRC连接建立成功率（中移动） (%)","E-RAB建立成功率（8.1） (%)","无线接通率 （8.1） (%)","RRC-eNB内切换成功率-KPI (%)","RRC-eNB间切换成功率-KPI (%)","RRC-切换成功率-KPI (%)","无线掉线率（小区级） (%)","CSFB成功率 (%)","上行PRB平均利用率 (中移动) (%)","下行PRB平均利用率（中移动） (%)","小区内的最大用户数 (无)","系统上行每PRB子载波平均干扰噪声-KPI (毫瓦分贝)"
11/24/2017 01:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",6.716,45.896,100,100,100,100,100,100,0,NIL,NIL,7.346,49,-115
11/24/2017 01:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",4.122,51.336,100,100,100,100,83.333,99.763,0,100,NIL,4.356,24,-116
11/24/2017 01:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",19.161,368.875,99.727,100,99.727,100,100,100,0,100,NIL,25.621,50,-116
11/24/2017 02:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",9.787,29.299,100,100,100,100,NIL,100,0,NIL,NIL,4.356,13,-119
11/24/2017 02:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",1.467,2.327,100,100,100,NIL,100,100,0,100,NIL,2.724,12,-119
11/24/2017 02:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",1.064,1.911,99.531,100,99.531,100,NIL,100,0,NIL,NIL,2.536,8,-120
11/24/2017 02:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",9.393,100.295,100,100,100,99.93,100,99.933,0,NIL,NIL,9.668,43,-115
11/24/2017 02:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",6.789,140.517,100,100,100,99.824,100,99.825,0,100,NIL,6.98,28,-116
11/24/2017 02:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",23.974,348.729,99.67,99.94,99.611,99.357,99.623,99.479,0,100,NIL,22.369,47,-116
11/24/2017 02:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.756,4.624,100,100,100,100,100,100,0,100,NIL,3.822,12,-120
11/24/2017 02:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",2.232,36.112,100,100,100,100,NIL,100,0,NIL,NIL,4.042,12,-119
11/24/2017 02:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",1.964,8.219,100,100,100,NIL,NIL,NIL,0,NIL,NIL,2.704,9,-119
11/24/2017 02:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",8.89,82.865,100,100,100,100,100,100,0,100,NIL,6.706,47,-115
11/24/2017 02:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",2.633,14.772,100,100,100,100,100,100,0,100,NIL,3.616,27,-116
11/24/2017 02:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",18.212,258.175,99.935,100,99.935,97.701,98.758,98.533,0,100,NIL,17.173,47,-116
11/24/2017 02:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.877,14.904,100,100,100,80,100,87.5,0,100,NIL,3.42,14,-120
11/24/2017 02:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",3.055,63.344,99.618,100,99.618,100,100,100,0,NIL,NIL,4.974,10,-119
11/24/2017 02:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",2.711,7.636,100,100,100,100,NIL,100,0,NIL,NIL,2.69,10,-120
11/24/2017 02:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",9.347,215.81,100,100,100,100,100,100,0,100,NIL,12.345,43,-115
11/24/2017 02:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",2.335,10.281,100,100,100,100,100,100,0,NIL,NIL,3.364,23,-116
11/24/2017 02:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",17.99,345.817,100,99.884,99.884,99.482,99.655,99.586,0.068,100,NIL,27.31,43,-116
11/24/2017 02:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.37,7.255,100,100,100,100,100,100,0,100,NIL,2.936,9,-120
11/24/2017 02:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",2.456,35.593,100,100,100,NIL,100,100,0,NIL,NIL,3.718,9,-119
11/24/2017 02:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",0.506,0.654,99.441,100,99.441,100,NIL,100,0,NIL,NIL,2.37,8,-120
11/24/2017 02:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",8.421,19.421,100,100,100,99.602,100,99.661,0,NIL,NIL,4.203,40,-116
11/24/2017 02:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",1.355,3.052,100,100,100,99.219,100,99.234,0,NIL,NIL,2.65,22,-116
11/24/2017 02:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",16.856,310.414,100,99.943,99.943,97.561,99.658,99.399,0.068,100,NIL,23.505,49,-117
11/24/2017 03:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.871,7.57,100,100,100,100,100,100,0,NIL,NIL,3.378,9,-119
11/24/2017 03:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",2.403,51.115,100,100,100,100,100,100,0,NIL,NIL,4.61,12,-120
11/24/2017 03:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",1.499,3.245,100,100,100,100,NIL,100,0,NIL,NIL,2.652,9,-119
11/24/2017 03:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",5.047,11.323,100,100,100,99.354,93.22,98.92,0,100,NIL,4.187,40,-116
11/24/2017 03:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",2.631,25.73,100,100,100,100,100,100,0,NIL,NIL,4.138,27,-116
11/24/2017 03:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",10.325,286.56,100,100,100,96.296,100,99.094,0.229,100,NIL,21.144,38,-117
11/24/2017 03:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",2.396,6.927,100,100,100,100,NIL,100,0,NIL,NIL,3.986,10,-120
11/24/2017 03:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",3.965,101.762,99.642,100,99.642,100,100,100,0,NIL,NIL,5.528,13,-120
11/24/2017 03:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",2.763,17.967,100,100,100,100,NIL,100,0,NIL,NIL,3.432,11,-120
11/24/2017 03:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",4.804,14.791,100,100,100,98.333,98.361,98.347,0,100,NIL,4.059,47,-116
11/24/2017 03:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",3.184,17.496,100,100,100,100,100,100,0,NIL,NIL,3.677,27,-117
11/24/2017 03:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",9.605,268.785,100,100,100,93.75,99.216,98.606,0,100,NIL,17.735,40,-117
11/24/2017 03:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.755,2.639,100,100,100,83.333,NIL,83.333,0,NIL,NIL,3.306,9,-119
11/24/2017 03:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",2.163,38.927,100,100,100,100,100,100,0,NIL,NIL,4.18,14,-119
11/24/2017 03:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",1.602,3.823,100,100,100,100,NIL,100,0,NIL,NIL,2.658,9,-120
11/24/2017 03:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",4.519,29.994,100,100,100,100,100,100,0,NIL,NIL,5.467,80,-116
11/24/2017 03:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",1.933,8.865,100,100,100,100,100,100,0,NIL,NIL,3.495,45,-116
11/24/2017 03:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",8.499,216.71,100,100,100,100,99.197,99.363,0,100,NIL,13.972,42,-117
11/24/2017 03:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.631,2.768,100,100,100,100,NIL,100,0,NIL,NIL,3.33,9,-120
11/24/2017 03:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",2.334,55.642,100,100,100,100,NIL,100,0,NIL,NIL,4.978,14,-120
11/24/2017 03:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",1.706,6.812,99.471,100,99.471,100,NIL,100,0,NIL,NIL,2.728,8,-120
11/24/2017 03:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",5.578,55.505,100,100,100,99.871,100,99.877,0,NIL,NIL,6.227,52,-115
11/24/2017 03:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",2.191,18.128,100,100,100,99.878,100,99.879,0,NIL,NIL,3.888,29,-116
11/24/2017 03:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",6.682,199.989,100,100,100,96.429,97.778,97.628,0,NIL,NIL,14.194,38,-117
11/24/2017 04:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",1.06,2.341,100,100,100,100,NIL,100,0,NIL,NIL,3.12,9,-120
11/24/2017 04:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",1.105,6.213,99.653,100,99.653,100,100,100,0,NIL,NIL,3,14,-119
11/24/2017 04:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",1.175,1.344,100,100,100,100,NIL,100,0,NIL,NIL,2.516,8,-120
11/24/2017 04:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",5.589,18.402,100,100,100,99.919,96.296,99.767,0.073,100,NIL,4.686,65,-115
11/24/2017 04:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",2.284,18.864,100,100,100,99.924,100,99.924,0.147,100,NIL,3.736,32,-116
11/24/2017 04:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",6.119,193.121,100,100,100,98.438,99.355,99.198,0,100,NIL,12.929,43,-116
11/24/2017 04:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",0.558,0.775,100,100,100,100,NIL,100,0,NIL,NIL,2.45,8,-120
11/24/2017 04:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",0.984,8.017,100,100,100,NIL,100,100,0,NIL,NIL,2.962,13,-120
11/24/2017 04:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",0.985,1.519,100,100,100,NIL,NIL,NIL,0,NIL,NIL,2.468,9,-120
11/24/2017 04:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",5.569,22.513,100,100,100,100,99.275,99.884,0,100,NIL,4.592,44,-116
11/24/2017 04:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",1.773,7.465,100,100,100,99.896,100,99.898,0,NIL,NIL,2.811,42,-116
11/24/2017 04:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",7.588,164.812,99.93,100,99.93,98.225,98.571,98.382,0.073,100,NIL,13.271,40,-117
11/24/2017 04:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",0.264,0.646,100,100,100,100,100,100,0,NIL,NIL,2.332,7,-119
11/24/2017 04:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",0.604,0.893,100,100,100,100,100,100,0,NIL,NIL,2.612,14,-120
11/24/2017 04:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",0.762,0.706,99.502,100,99.502,100,NIL,100,0,NIL,NIL,2.434,8,-120
11/24/2017 04:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",5.946,46.241,99.928,100,99.928,100,98.462,98.925,0.073,100,NIL,5.573,45,-116
11/24/2017 04:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",3.051,46.63,100,100,100,100,100,100,0,NIL,NIL,4.061,22,-117
11/24/2017 04:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",4.836,111.054,100,100,100,97.714,95.082,96.633,0.07,100,NIL,11.978,38,-117
11/24/2017 04:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",0.24,0.853,100,100,100,0,NIL,0,0,NIL,NIL,2.326,7,-120
11/24/2017 04:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",0.987,7.122,99.718,100,99.718,100,100,100,0,100,NIL,2.9,11,-119
11/24/2017 04:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",0.837,0.853,99.487,100,99.487,100,NIL,100,0,NIL,NIL,2.454,8,-120
11/24/2017 04:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",6.395,45.433,100,100,100,99.644,98.81,99.536,0,100,NIL,5.395,37,-116
11/24/2017 04:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",3.115,53.126,100,100,100,100,100,100,0,100,NIL,4.022,30,-117
11/24/2017 04:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",6.137,145.843,100,100,100,95.833,98.347,97.633,0,NIL,NIL,16.501,36,-117
11/24/2017 05:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",0.21,0.185,100,100,100,100,NIL,100,0,NIL,NIL,2.272,7,-119
11/24/2017 05:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",1.456,3.281,100,100,100,NIL,100,100,0,NIL,NIL,2.652,13,-120
11/24/2017 05:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",0.63,0.727,100,100,100,100,NIL,100,0,NIL,NIL,2.414,9,-120
11/24/2017 05:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",5.013,33.502,100,100,100,100,100,100,0,100,NIL,5.411,113,-116
